ORDER_NUMBER,QUANTITY_ORDERED,PRICE EACH,SALES,ORDER_DATE,STATUS,MONTH,YEAR,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMER_NAME,PHONE,ADDRESSLINE1,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,POSTALCODE
"10,217",38,100,4509.08,2/4/2004 0:00,Shipped,2,2004,Trucks and Buses,121,S18_4600,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Medium,69045
"10,229",41,100,4716.23,3/11/2004 0:00,Shipped,3,2004,Trucks and Buses,121,S18_4600,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,245",21,100,2390.22,5/4/2004 0:00,Shipped,5,2004,Trucks and Buses,121,S18_4600,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,USA,Murphy,Leslie,Small,97823
"10,259",41,100,4666.62,6/15/2004 0:00,Shipped,6,2004,Trucks and Buses,121,S18_4600,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Medium,69045
"10,270",38,100,5383.08,7/19/2004 0:00,Shipped,7,2004,Trucks and Buses,121,S18_4600,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium,2067
"10,281",25,99.29,2482.25,8/19/2004 0:00,Shipped,8,2004,Trucks and Buses,121,S18_4600,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,USA,Yu,Kyung,Small,70267
"10,291",48,100,5288.64,9/8/2004 0:00,Shipped,9,2004,Trucks and Buses,121,S18_4600,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,Sweden,Larsson,Maria,Medium,S-844 67
"10,305",22,99.29,2184.38,10/13/2004 0:00,Shipped,10,2004,Trucks and Buses,121,S18_4600,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,USA,Hernandez,Marta,Small,51247
"10,313",28,100,2881.76,10/22/2004 0:00,Shipped,10,2004,Trucks and Buses,121,S18_4600,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,Canada,Tannamuri,Yoshi,Small,V3F 2K1
"10,323",47,100,6203.06,11/5/2004 0:00,Shipped,11,2004,Trucks and Buses,121,S18_4600,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Medium,60528
"10,334",49,100,6763.47,11/19/2004 0:00,On Hold,11,2004,Trucks and Buses,121,S18_4600,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Lule,Sweden,Berglund,Christina,Medium,S-958 22
"10,347",45,100,5884.65,11/29/2004 0:00,Shipped,11,2004,Trucks and Buses,121,S18_4600,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium,3004
"10,357",28,100,3559.64,12/10/2004 0:00,Shipped,12,2004,Trucks and Buses,121,S18_4600,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,370",29,57.53,1668.37,1/20/2005 0:00,Shipped,1,2005,Trucks and Buses,121,S18_4600,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small,2060
"10,382",39,100,4890.6,2/17/2005 0:00,Shipped,2,2005,Trucks and Buses,121,S18_4600,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,411",46,100,5235.72,5/1/2005 0:00,Shipped,5,2005,Trucks and Buses,121,S18_4600,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,Canada,Fresnisre,Jean,Medium,H1J 1C3
"10,425",38,100,4325.16,5/31/2005 0:00,In Process,5,2005,Trucks and Buses,121,S18_4600,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Medium,44000
"10,103",41,47.29,1938.89,1/29/2003 0:00,Shipped,1,2003,Vintage Cars,50,S18_4668,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Small,4110
"10,113",50,49.81,2490.5,3/26/2003 0:00,Shipped,3,2003,Vintage Cars,50,S18_4668,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,97562
"10,126",43,53.83,2314.69,5/28/2003 0:00,Shipped,5,2003,Vintage Cars,50,S18_4668,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Small,28023
"10,140",29,43.27,1254.83,7/24/2003 0:00,Shipped,7,2003,Vintage Cars,50,S18_4668,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Small,94217
"10,150",30,42.76,1282.8,9/19/2003 0:00,Shipped,9,2003,Vintage Cars,50,S18_4668,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Small,79903
"10,164",25,53.83,1345.75,10/21/2003 0:00,Resolved,10,2003,Vintage Cars,50,S18_4668,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,Austria,Mendel,Roland,Small,8010
"10,174",49,44.78,2194.22,11/6/2003 0:00,Shipped,11,2003,Vintage Cars,50,S18_4668,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,Australia,Calaghan,Tony,Small,4101
"10,183",40,49.3,1972,11/13/2003 0:00,Shipped,11,2003,Vintage Cars,50,S18_4668,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,USA,Cervantes,Francisca,Small,71270
"10,194",41,44.78,1835.98,11/25/2003 0:00,Shipped,11,2003,Vintage Cars,50,S18_4668,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,France,Saveley,Mary,Small,69004
"10,206",21,53.33,1119.93,12/5/2003 0:00,Shipped,12,2003,Vintage Cars,50,S18_4668,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,Canada,Tannamuri,Yoshi,Small,V3F 2K1
"10,215",46,45.28,2082.88,1/29/2004 0:00,Shipped,1,2004,Vintage Cars,50,S18_4668,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,USA,Thompson,Steve,Small,94019
"10,229",39,40.25,1569.75,3/11/2004 0:00,Shipped,3,2004,Vintage Cars,50,S18_4668,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,97562
"10,245",45,59.87,2694.15,5/4/2004 0:00,Shipped,5,2004,Vintage Cars,50,S18_4668,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,USA,Murphy,Leslie,Small,97823
"10,258",21,59.87,1257.27,6/15/2004 0:00,Shipped,6,2004,Vintage Cars,50,S18_4668,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Small,106-0032
"10,270",44,58.36,2567.84,7/19/2004 0:00,Shipped,7,2004,Vintage Cars,50,S18_4668,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Small,2067
"10,281",44,59.87,2634.28,8/19/2004 0:00,Shipped,8,2004,Vintage Cars,50,S18_4668,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,USA,Yu,Kyung,Small,70267
"10,291",29,51.82,1502.78,9/8/2004 0:00,Shipped,9,2004,Vintage Cars,50,S18_4668,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,Sweden,Larsson,Maria,Small,S-844 67
"10,304",34,49.3,1676.2,10/11/2004 0:00,Shipped,10,2004,Vintage Cars,50,S18_4668,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,France,Tonini,Daniel,Small,78000
"10,312",39,56.85,2217.15,10/21/2004 0:00,Shipped,10,2004,Vintage Cars,50,S18_4668,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,97562
"10,324",38,100,6832.02,11/5/2004 0:00,Shipped,11,2004,Vintage Cars,50,S18_4668,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,USA,Frick,Michael,Medium,10022
"10,333",24,79.86,1916.64,11/18/2004 0:00,Shipped,11,2004,Vintage Cars,50,S18_4668,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,USA,Murphy,Julie,Small,
"10,348",29,100,7110.8,11/1/2004 0:00,Shipped,11,2004,Vintage Cars,50,S18_4668,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Large,28023
"10,358",30,100,5302.8,12/10/2004 0:00,Shipped,12,2004,Vintage Cars,50,S18_4668,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,28034
"10,370",20,100,2730,1/20/2005 0:00,Shipped,1,2005,Vintage Cars,50,S18_4668,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small,2060
"10,382",39,100,7827.3,2/17/2005 0:00,Shipped,2,2005,Vintage Cars,50,S18_4668,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Large,97562
"10,411",35,59.87,2095.45,5/1/2005 0:00,Shipped,5,2005,Vintage Cars,50,S18_4668,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,Canada,Fresnisre,Jean,Small,H1J 1C3
"10,424",26,59.87,1556.62,5/31/2005 0:00,In Process,5,2005,Vintage Cars,50,S18_4668,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,28034
"10,108",44,100,5565.12,3/3/2003 0:00,Shipped,3,2003,Classic Cars,148,S18_4721,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Medium,1227 MM
"10,122",28,100,3583.16,5/8/2003 0:00,Shipped,5,2003,Classic Cars,148,S18_4721,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Medium,13008
"10,135",31,100,4705.18,7/2/2003 0:00,Shipped,7,2003,Classic Cars,148,S18_4721,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,146",29,100,4444.54,9/3/2003 0:00,Shipped,9,2003,Classic Cars,148,S18_4721,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,USA,Lewis,Dan,Medium,97561
"10,159",32,100,4618.88,10/10/2003 0:00,Shipped,10,2003,Classic Cars,148,S18_4721,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,USA,Brown,Julie,Medium,
"10,169",33,100,4910.4,11/4/2003 0:00,Shipped,11,2003,Classic Cars,148,S18_4721,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,Australia,O'Hara,Anna,Medium,2060
"10,180",44,100,5565.12,11/11/2003 0:00,Shipped,11,2003,Classic Cars,148,S18_4721,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,France,Rance,Martine,Medium,59000
"10,191",32,100,4237.76,11/20/2003 0:00,Shipped,11,2003,Classic Cars,148,S18_4721,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Medium,50739
"10,211",41,100,5673.58,1/15/2004 0:00,Shipped,1,2004,Classic Cars,148,S18_4721,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,France,Perrier,Dominique,Medium,75016
"10,225",35,100,5260.15,2/22/2004 0:00,Shipped,2,2004,Classic Cars,148,S18_4721,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium,1203
"10,238",44,100,6350.96,4/9/2004 0:00,Shipped,4,2004,Classic Cars,148,S18_4721,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Medium,1734
"10,252",26,100,3559.4,5/26/2004 0:00,Shipped,5,2004,Classic Cars,148,S18_4721,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,France,Perrier,Dominique,Medium,75016
"10,264",20,100,2410.6,6/30/2004 0:00,Shipped,6,2004,Classic Cars,148,S18_4721,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,USA,Yoshido,Juri,Small,51003
"10,276",48,100,5713.92,8/2/2004 0:00,Shipped,8,2004,Classic Cars,148,S18_4721,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,USA,Barajas,Miguel,Medium,58339
"10,287",34,100,4300.32,8/30/2004 0:00,Shipped,8,2004,Classic Cars,148,S18_4721,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium,1203
"10,299",49,100,7947.31,9/30/2004 0:00,Shipped,9,2004,Classic Cars,148,S18_4721,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,Finland,Karttunen,Matti,Large,21240
"10,310",40,100,5356.8,10/16/2004 0:00,Shipped,10,2004,Classic Cars,148,S18_4721,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Medium,50739
"10,319",45,100,7901.1,11/3/2004 0:00,Shipped,11,2004,Classic Cars,148,S18_4721,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,USA,Kuo,Kee,Large,10022
"10,330",50,100,6101,11/16/2004 0:00,Shipped,11,2004,Classic Cars,148,S18_4721,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Medium,1227 MM
"10,342",38,100,6276.46,11/24/2004 0:00,Shipped,11,2004,Classic Cars,148,S18_4721,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium,3004
"10,355",25,100,4203.5,12/7/2004 0:00,Shipped,12,2004,Classic Cars,148,S18_4721,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,28034
"10,363",28,58.18,1629.04,1/6/2005 0:00,Shipped,1,2005,Classic Cars,148,S18_4721,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Small,FIN-02271
"10,378",49,67.14,3289.86,2/10/2005 0:00,Shipped,2,2005,Classic Cars,148,S18_4721,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,28034
"10,390",49,100,6862.94,3/4/2005 0:00,Shipped,3,2005,Classic Cars,148,S18_4721,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,110",42,61.29,2574.18,3/18/2003 0:00,Shipped,3,2003,Classic Cars,71,S18_4933,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small,EC2 5NT
"10,124",23,57.73,1327.79,5/21/2003 0:00,Shipped,5,2003,Classic Cars,71,S18_4933,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,USA,King,Sue,Small,83030
"10,148",29,81.25,2356.25,9/11/2003 0:00,Shipped,9,2003,Classic Cars,71,S18_4933,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small,2060
"10,161",25,80.54,2013.5,10/17/2003 0:00,Shipped,10,2003,Classic Cars,71,S18_4933,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Small,8200
"10,173",39,71.98,2807.22,11/5/2003 0:00,Shipped,11,2003,Classic Cars,71,S18_4933,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Small,24100
"10,182",44,69.84,3072.96,11/12/2003 0:00,Shipped,11,2003,Classic Cars,71,S18_4933,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,193",25,76.26,1906.5,11/21/2003 0:00,Shipped,11,2003,Classic Cars,71,S18_4933,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,Australia,Connery,Sean,Small,3150
"10,204",45,76.26,3431.7,12/2/2003 0:00,Shipped,12,2003,Classic Cars,71,S18_4933,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,USA,Young,Jeff,Medium,10022
"10,213",25,83.39,2084.75,1/22/2004 0:00,Shipped,1,2004,Classic Cars,71,S18_4933,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,UK,Hardy,Thomas,Small,WA1 1DP
"10,227",37,57.73,2136.01,3/2/2004 0:00,Shipped,3,2004,Classic Cars,71,S18_4933,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,France,Saveley,Mary,Small,69004
"10,241",30,66.99,2009.7,4/13/2004 0:00,Shipped,4,2004,Classic Cars,71,S18_4933,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Small,67000
"10,267",36,75.55,2719.8,7/7/2004 0:00,Shipped,7,2004,Classic Cars,71,S18_4933,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,USA,Young,Jeff,Small,10022
"10,279",26,60.58,1575.08,8/9/2004 0:00,Shipped,8,2004,Classic Cars,71,S18_4933,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,28034
"10,288",23,73.41,1688.43,9/1/2004 0:00,Shipped,9,2004,Classic Cars,71,S18_4933,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Small,69045
"10,302",23,72.7,1672.1,10/6/2003 0:00,Shipped,10,2003,Classic Cars,71,S18_4933,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,UK,Devon,Elizabeth,Small,WX1 6LT
"10,311",25,66.99,1674.75,10/16/2004 0:00,Shipped,10,2004,Classic Cars,71,S18_4933,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,28034
"10,332",21,100,3472.98,11/17/2004 0:00,Shipped,11,2004,Classic Cars,71,S18_4933,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Medium,EC2 5NT
"10,344",26,63.43,1649.18,11/25/2004 0:00,Shipped,11,2004,Classic Cars,71,S18_4933,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Small,13008
"10,367",44,85.25,3751,1/12/2005 0:00,Resolved,1,2005,Classic Cars,71,S18_4933,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Medium,90003
"10,380",24,100,4536,2/16/2005 0:00,Shipped,2,2005,Classic Cars,71,S18_4933,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,28034
"10,407",66,66.99,4421.34,4/22/2005 0:00,On Hold,4,2005,Classic Cars,71,S18_4933,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Medium,94217
"10,420",36,57.73,2078.28,5/29/2005 0:00,In Process,5,2005,Classic Cars,71,S18_4933,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Small,2067
"10,110",36,85.25,3069,3/18/2003 0:00,Shipped,3,2003,Classic Cars,73,S24_1046,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Medium,EC2 5NT
"10,124",22,77.9,1713.8,5/21/2003 0:00,Shipped,5,2003,Classic Cars,73,S24_1046,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,USA,King,Sue,Small,83030
"10,148",25,60.26,1506.5,9/11/2003 0:00,Shipped,9,2003,Classic Cars,73,S24_1046,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small,2060
"10,161",37,72.76,2692.12,10/17/2003 0:00,Shipped,10,2003,Classic Cars,73,S24_1046,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Small,8200
"10,172",32,75.69,2422.08,11/5/2003 0:00,Shipped,11,2003,Classic Cars,73,S24_1046,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,USA,King,Julie,Small,97562
"10,182",47,74.22,3488.34,11/12/2003 0:00,Shipped,11,2003,Classic Cars,73,S24_1046,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,192",37,69.82,2583.34,11/20/2003 0:00,Shipped,11,2003,Classic Cars,73,S24_1046,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Small,62005
"10,204",20,62.47,1249.4,12/2/2003 0:00,Shipped,12,2003,Classic Cars,73,S24_1046,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,USA,Young,Jeff,Small,10022
"10,212",41,82.31,3374.71,1/16/2004 0:00,Shipped,1,2004,Classic Cars,73,S24_1046,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,28034
"10,226",21,60.26,1265.46,2/26/2004 0:00,Shipped,2,2004,Classic Cars,73,S24_1046,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,USA,Thompson,Valarie,Small,91217
"10,241",22,76.43,1681.46,4/13/2004 0:00,Shipped,4,2004,Classic Cars,73,S24_1046,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Small,67000
"10,267",40,80.1,3204,7/7/2004 0:00,Shipped,7,2004,Classic Cars,73,S24_1046,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,USA,Young,Jeff,Medium,10022
"10,279",32,74.96,2398.72,8/9/2004 0:00,Shipped,8,2004,Classic Cars,73,S24_1046,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,28034
"10,288",36,66.14,2381.04,9/1/2004 0:00,Shipped,9,2004,Classic Cars,73,S24_1046,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Small,69045
"10,301",27,72.02,1944.54,10/5/2003 0:00,Shipped,10,2003,Classic Cars,73,S24_1046,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Small,N 0106
"10,311",26,87.45,2273.7,10/16/2004 0:00,Shipped,10,2004,Classic Cars,73,S24_1046,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,28034
"10,321",30,70.55,2116.5,11/4/2004 0:00,Shipped,11,2004,Classic Cars,73,S24_1046,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,USA,Benitez,Violeta,Small,50553
"10,332",23,56.84,1307.32,11/17/2004 0:00,Shipped,11,2004,Classic Cars,73,S24_1046,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small,EC2 5NT
"10,344",29,59.53,1726.37,11/25/2004 0:00,Shipped,11,2004,Classic Cars,73,S24_1046,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Small,13008
"10,367",21,60.37,1267.77,1/12/2005 0:00,Resolved,1,2005,Classic Cars,73,S24_1046,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Small,90003
"10,380",34,100,3441.82,2/16/2005 0:00,Shipped,2,2005,Classic Cars,73,S24_1046,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,28034
"10,407",26,76.43,1987.18,4/22/2005 0:00,On Hold,4,2005,Classic Cars,73,S24_1046,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Small,94217
"10,420",60,64.67,3880.2,5/29/2005 0:00,In Process,5,2005,Classic Cars,73,S24_1046,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium,2067
"10,104",35,55.49,1942.15,1/31/2003 0:00,Shipped,1,2003,Classic Cars,57,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,28034
"10,115",47,69.36,3259.92,4/4/2003 0:00,Shipped,4,2003,Classic Cars,57,S24_1444,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,USA,Hernandez,Maria,Medium,10022
"10,127",20,60.69,1213.8,6/3/2003 0:00,Shipped,6,2003,Classic Cars,57,S24_1444,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,USA,Young,Jeff,Small,10022
"10,141",20,54.33,1086.6,8/1/2003 0:00,Shipped,8,2003,Classic Cars,57,S24_1444,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Small,FIN-02271
"10,152",25,65.31,1632.75,9/25/2003 0:00,Shipped,9,2003,Classic Cars,57,S24_1444,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,Australia,Calaghan,Tony,Small,4101
"10,165",25,69.36,1734,10/22/2003 0:00,Shipped,10,2003,Classic Cars,57,S24_1444,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Small,79903
"10,176",27,68.78,1857.06,11/6/2003 0:00,Shipped,11,2003,Classic Cars,57,S24_1444,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Small,42100
"10,184",31,60.11,1863.41,11/14/2003 0:00,Shipped,11,2003,Classic Cars,57,S24_1444,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,Spain,Roel,Jose Pedro,Small,41101
"10,195",44,66.47,2924.68,11/25/2003 0:00,Shipped,11,2003,Classic Cars,57,S24_1444,Mini Classics,9145554562,3758 North Pendale Street,White Plains,USA,Frick,Steve,Small,24067
"10,207",49,46.82,2294.18,12/9/2003 0:00,Shipped,12,2003,Classic Cars,57,S24_1444,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,USA,Franco,Valarie,Small,51003
"10,220",26,56.07,1457.82,2/12/2004 0:00,Shipped,2,2004,Classic Cars,57,S24_1444,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,Ireland,Cassidy,Dean,Small,2
"10,230",36,54.33,1955.88,3/15/2004 0:00,Shipped,3,2004,Classic Cars,57,S24_1444,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Small,60528
"10,246",44,52.6,2314.4,5/5/2004 0:00,Shipped,5,2004,Classic Cars,57,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,28034
